ID,Price,Levy,Manufacturer,Model,Production Year,Category,Leather interior,Fuel type,Engine volume(Turbo),Mileage(Km),Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45642067,5018,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549,4,Automatic,Front,4,Left wheel,Black,12
45808350,2430,753,GMC,TERRAIN,2012,Jeep,Yes,Petrol,2.4,204048,4,Automatic,Front,4,Left wheel,Silver,12
45726811,24123,642,SSANGYONG,Korando,2012,Jeep,Yes,Diesel,2,132356,4,Automatic,Front,4,Left wheel,Black,4
45667252,16308,0,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,107000,4,Tiptronic,Front,4,Left wheel,Black,10
45744759,4547,614,DAEWOO,Gentra,2009,Sedan,Yes,Petrol,1.2,171138,4,Automatic,Front,4,Left wheel,Blue,4
45809640,25089,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,96800,4,Automatic,Front,4,Left wheel,Black,4
45656672,3293,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,159382,4,Automatic,Front,4,Left wheel,White,12
45809697,27911,585,HONDA,Civic,2013,Sedan,Yes,Petrol,1.8,90000,4,Automatic,Front,4,Left wheel,Silver,4
45774261,627,1053,FORD,Explorer,2014,Jeep,Yes,Petrol,3.5,145832,6,Automatic,Front,4,Left wheel,Silver,12
45727602,21940,642,SSANGYONG,Korando,2012,Pickup,Yes,Diesel,2,201897,4,Automatic,Front,4,Left wheel,White,4
45788918,20698,639,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2,78000,4,Automatic,Front,4,Left wheel,Red,12
45669136,13172,0,HONDA,Cr-v,2005,Jeep,No,Petrol,2.4,150000,4,Automatic,4x4,4,Left wheel,Black,4
45727345,22843,642,SSANGYONG,Korando,2012,Jeep,Yes,Diesel,2,87865,4,Automatic,Front,4,Left wheel,Silver,4
45804357,17876,333,FORD,Fusion,2014,Sedan,No,Hybrid,2,110200,4,Variator,Front,4,Left wheel,White,8
45802905,25716,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,36458,4,Automatic,Front,4,Left wheel,White,4
45757539,11447,0,BMW,525,2002,Sedan,Yes,Petrol,2.5,160000,4,Tiptronic,Rear,4,Left wheel,Silver,10
45426955,37320,0,MERCEDES-BENZ,S 350,2006,Sedan,Yes,Petrol,3.5,176000,6,Tiptronic,Rear,4,Left wheel,Black,8
45787909,4077,0,BMW,316,1995,Hatchback,No,Petrol,1.6,250000,4,Automatic,Rear,2,Left wheel,Black,1
45730629,27946,528,HYUNDAI,Elantra,2014,Sedan,Yes,Diesel,1.6,102152,4,Automatic,Front,4,Left wheel,White,4
45782535,2600,0,FIAT,Cinquecento,2000,Hatchback,No,Petrol,1.1,170000,4,Manual,Front,2,Left wheel,Black,2
45802950,23138,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,191836,4,Automatic,Front,4,Left wheel,Silver,4
45756531,13485,0,TOYOTA,Aqua,2013,Sedan,No,Hybrid,1.5,121000,4,Automatic,Front,4,Right-hand drive,Silver,6
45704192,14113,761,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,181022,4,Automatic,Front,4,Left wheel,Black,12
45766164,1725,934,NISSAN,Altima,2015,Sedan,Yes,Petrol,2.5,163875,4,Automatic,Front,4,Left wheel,Black,12
45816602,13500,0,BMW,5.30E+62,2004,Sedan,Yes,Petrol,3,210000,6,Tiptronic,Rear,4,Left wheel,Silver,8
45803844,21395,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,169834,4,Automatic,Front,4,Left wheel,Grey,4
45761514,4234,0,BMW,325,1997,Sedan,No,Petrol,2.5,225142,6,Automatic,Rear,4,Left wheel,Black,2
45635253,3607,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518,4,Automatic,Front,4,Left wheel,White,12
45792144,3293,586,HONDA,Civic,2012,Sedan,Yes,Petrol,1.8,124509,4,Automatic,Front,4,Left wheel,White,12
45758659,10663,0,NISSAN,Fuga,2006,Sedan,Yes,CNG,3.5,180000,6,Tiptronic,4x4,4,Right-hand drive,Silver,10
45729963,26475,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,75876,4,Automatic,Front,4,Left wheel,Grey,4
45786992,10663,645,NISSAN,Versa,2011,Hatchback,Yes,Petrol,1.8,143000,4,Automatic,Front,4,Left wheel,Black,10
45770089,15994,1172,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,3.5,170429,6,Automatic,Rear,2,Left wheel,Silver,12
45782451,9408,0,TOYOTA,Ipsum,2002,Sedan,No,CNG,2.4,229000,4,Automatic,4x4,4,Right-hand drive,Blue,6
45809662,10117,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,170000,4,Automatic,Front,4,Left wheel,Grey,4
45804420,28830,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,132020,4,Automatic,Front,4,Left wheel,Silver,4
45761763,24891,0,NISSAN,Versa,2011,Hatchback,No,Petrol,1.8,53330,4,Automatic,Front,4,Left wheel,Black,2
45810000,30891,697,HONDA,Civic,2015,Sedan,Yes,Petrol,1.8,100658,4,Automatic,Front,4,Left wheel,Silver,4
45723428,24148,0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.4,152000,6,Variator,Front,4,Left wheel,Grey,12
45586347,5200,1236,HONDA,FIT,2011,Hatchback,No,Petrol,1.3,144000,4,Automatic,Front,4,Right-hand drive,White,4
45774057,2430,697,VOLKSWAGEN,Passat,2015,Sedan,Yes,Petrol,1.8,141875,4,Automatic,Front,4,Left wheel,Grey,12
45646103,23521,629,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,76099,4,Tiptronic,Front,4,Left wheel,Carnelian red,15
45809666,27435,501,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.5,109000,4,Automatic,Front,4,Left wheel,White,4
45774767,10506,761,FORD,Transit Connect,2010,Goods wagon,Yes,Diesel,1.8,85000,4,Manual,Front,4,Left wheel,Red,4
45797608,22433,777,HYUNDAI,H1,2014,Jeep,Yes,Diesel,2.5,74210,4,Automatic,Front,4,Left wheel,Silver,4
45758933,9095,0,MERCEDES-BENZ,E 240,1999,Sedan,Yes,Petrol,2.4,26200,6,Manual,Rear,4,Left wheel,Silver,6
45730595,28241,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,181809,4,Automatic,Front,4,Left wheel,Silver,4
45810231,34419,891,CHEVROLET,Malibu,2016,Sedan,Yes,Petrol,2,106642,4,Automatic,Front,4,Left wheel,White,4
45770791,25089,986,FORD,Transit,2010,Microbus,No,Diesel,2.4,123000,4,Manual,Rear,4,Left wheel,White,2
45624971,10820,919,BMW,X5,2012,Jeep,Yes,Diesel,3,229966,6,Automatic,4x4,4,Left wheel,Black,0
45654459,18503,481,FORD,Fusion,2017,Sedan,Yes,Hybrid,2,75597,4,Automatic,Front,4,Left wheel,White,12
44274435,10036,0,MITSUBISHI,Outlander,2003,Universal,No,LPG,2.4,200000,4,Automatic,Front,4,Left wheel,White,0
45645729,9722,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515,4,Automatic,Front,4,Left wheel,Black,12
45798216,27924,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,53000,4,Automatic,Front,4,Left wheel,White,4
45624954,14113,915,BMW,X5,2014,Jeep,Yes,Diesel,3,110715,6,Automatic,4x4,4,Left wheel,White,0
45787845,7200,0,SUBARU,Forester,2000,Jeep,No,CNG,2.5,149045,4,Manual,4x4,4,Left wheel,Golden,4
45748577,16621,0,VOLKSWAGEN,CC 2.0 T,2011,Sedan,Yes,Petrol,2,138000,4,Manual,Front,4,Left wheel,White,6
45789396,6272,0,NISSAN,Teana,2005,Sedan,No,Petrol,2.3,172000,6,Automatic,Front,4,Left wheel,Black,6
45813698,17562,765,SUBARU,BRZ,2015,Coupe,Yes,Petrol,2,59731,4,Automatic,Rear,2,Left wheel,Grey,12
45617143,1411,640,SUZUKI,SX4,2013,Sedan,Yes,Petrol,2,193504,4,Automatic,Front,4,Left wheel,Red,0
45805133,18117,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,181149,4,Automatic,Front,4,Left wheel,Silver,4
45786022,19130,474,CHEVROLET,Volt,2013,Hatchback,No,Plug-in Hybrid,1.4,103000,4,Automatic,Front,4,Left wheel,Black,12
45801550,15612,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,138425,4,Automatic,Front,4,Left wheel,White,4
45808849,12544,0,VOLKSWAGEN,Touareg,2004,Jeep,Yes,LPG,3,176000,6,Tiptronic,4x4,4,Left wheel,White,12
45757605,15994,0,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,145000,4,Variator,Front,4,Left wheel,Blue,6
45806573,1646,836,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,2,172003,4,Automatic,Front,4,Left wheel,Blue,12
45267760,35124,777,TOYOTA,RAV 4,2014,Jeep,No,Petrol,2.5,55000,4,Tiptronic,Front,4,Left wheel,White,12
45654674,12858,765,MERCEDES-BENZ,GLA 250,2015,Jeep,Yes,Petrol,2,159928,4,Automatic,Front,4,Left wheel,Black,0
45793126,4704,790,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,50549,4,Automatic,Front,4,Left wheel,Silver,4
45780583,19130,0,FORD,Mustang,2012,Coupe,No,Petrol,3.7,107000,6,Automatic,Rear,2,Left wheel,Red,8
45803754,30351,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,134750,4,Automatic,Front,4,Left wheel,Grey,4
45342855,11290,0,NISSAN,Teana,2011,Sedan,No,Petrol,2.5,110000,6,Variator,Front,4,Right-hand drive,White,6
45780785,16308,531,NISSAN,Juke,2012,Jeep,No,Petrol,1.6,116000,4,Tiptronic,4x4,4,Left wheel,Silver,12
45800278,21953,730,FORD,Escape,2016,Jeep,Yes,Petrol,1.6,94400,4,Automatic,4x4,4,Left wheel,White,0
45802571,35902,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,196475,4,Automatic,Front,4,Left wheel,Black,4
45806423,20698,0,MERCEDES-BENZ,E 220,2007,Universal,No,Diesel,2.2,220000,4,Automatic,Rear,4,Left wheel,Silver,4
45797303,6272,893,HYUNDAI,I30,2008,Hatchback,Yes,Diesel,1.6,81928,4,Automatic,Front,4,Left wheel,Grey,4
44526936,5175,0,NISSAN,Skyline,2003,Sedan,No,CNG,2.5,197000,6,Tiptronic,Rear,4,Right-hand drive,Silver,4
45780318,7840,761,NISSAN,Tiida,2010,Hatchback,No,Petrol,1.8,132540,4,Automatic,Front,4,Left wheel,Sky blue,8
45802194,35736,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,110483,4,Automatic,Front,4,Left wheel,Yellow,4
45797432,16778,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,45984,4,Automatic,Front,4,Left wheel,White,4
45797761,19121,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,132742,4,Automatic,Front,4,Left wheel,Silver,4
45732674,14715,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,154847,4,Automatic,Front,4,Left wheel,White,4
45809169,18117,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,69000,4,Automatic,Front,4,Left wheel,Grey,4
45759553,862,690,HONDA,FIT,2016,Sedan,Yes,Petrol,1.5,31869,4,Automatic,Front,4,Left wheel,Black,0
45794686,23521,765,FORD,Fusion TITANIUM,2015,Sedan,Yes,Petrol,2,77431,4,Tiptronic,Front,4,Left wheel,Grey,12
45809395,28589,639,CHEVROLET,Captiva,2014,Jeep,Yes,Diesel,2,83924,4,Automatic,Front,4,Left wheel,Silver,4
45781840,11917,0,NISSAN,X-Trail,2005,Jeep,Yes,Petrol,2,137453,4,Automatic,4x4,4,Left wheel,White,6
45806488,2979,640,MITSUBISHI,Outlander,2013,Jeep,Yes,Petrol,2,103112,4,Automatic,Front,4,Left wheel,Silver,12
45782200,10349,475,FIAT,500 Sport,2012,Coupe,No,Petrol,1.4,128000,4,Tiptronic,Front,2,Left wheel,White,6
44150375,21796,639,VOLKSWAGEN,Golf TDI,2014,Hatchback,Yes,Diesel,2,51742,4,Manual,Front,4,Left wheel,Blue,8
45790707,12544,639,FORD,Focus,2014,Hatchback,No,Petrol,2,103318,4,Automatic,Front,4,Left wheel,Silver,0
45684538,20385,585,TOYOTA,Prius,2013,Sedan,No,Hybrid,1.8,103000,4,Automatic,Front,4,Left wheel,Blue,6
45754453,21012,777,TOYOTA,Camry sport,2014,Sedan,Yes,Petrol,2.5,140000,4,Automatic,Front,4,Left wheel,Grey,8
45715282,16935,640,FORD,C-MAX,2013,Hatchback,Yes,Hybrid,2,111467,4,Tiptronic,Front,4,Left wheel,Black,12
45804500,22947,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,180491,4,Automatic,Front,4,Left wheel,Silver,4
45815365,7213,0,MAZDA,Demio evropuli,2003,Hatchback,No,CNG,1.4,185000,4,Manual,Front,4,Left wheel,Blue,4
45092262,21012,1249,MAZDA,Mazda 6 TOURING,2017,Sedan,Yes,Petrol,2.5,75492,4,Automatic,Front,4,Left wheel,Red,8
45438183,18000,0,FIAT,500 Abarth,2013,Coupe,No,Petrol,1.4,142000,4,Manual,Front,2,Left wheel,White,4
45804772,37229,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,149329,4,Automatic,Front,4,Left wheel,Black,4
45801742,18240,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,161518,4,Automatic,Front,4,Left wheel,White,4
45646613,11133,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,179381,4,Automatic,Front,4,Left wheel,Black,12
45788158,15994,0,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,193000,4,Variator,Front,4,Right-hand drive,Yellow,2
45803955,19456,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,192534,4,Automatic,Front,4,Left wheel,White,4
45689301,37633,640,BMW,X3,2013,Jeep,Yes,Petrol,2,200000,4,Tiptronic,4x4,4,Left wheel,Brown,0
45787351,17876,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,131000,4,Tiptronic,Front,4,Left wheel,Black,12
45760004,7840,0,OPEL,Astra,1998,Goods wagon,No,Petrol,1.6,230000,4,Manual,Front,4,Left wheel,Blue,4
45732657,16935,1017,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,2,227911,4,Automatic,Front,4,Left wheel,White,4
45774044,627,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,230696,6,Automatic,4x4,4,Left wheel,Black,12
45263074,26657,784,CHEVROLET,Equinox LT,2017,Jeep,No,Petrol,1.5,31006,4,Automatic,Front,4,Left wheel,Blue,10
45815545,14113,0,CHEVROLET,Cruze,2013,Sedan,No,Petrol,1.4,210000,4,Tiptronic,Front,4,Left wheel,Silver,12
45809998,13184,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,125000,4,Automatic,Front,4,Left wheel,White,4
45778048,3200,0,FORD,Taurus,1998,Sedan,No,CNG,3,160000,6,Automatic,Front,4,Left wheel,Golden,4
45629040,18817,640,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2,68000,4,Tiptronic,Front,4,Left wheel,Blue,6
45795815,5959,0,OPEL,Vectra,2000,Jeep,No,Petrol,1.8,210000,6,Manual,Front,6,Left wheel,Black,0
45462649,11917,1062,TOYOTA,Corolla,2006,Sedan,No,Diesel,1.4,162000,4,Automatic,Front,4,Left wheel,Grey,6
45809772,18422,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,35800,4,Automatic,Front,4,Left wheel,Silver,4
45800250,28852,0,JEEP,Cherokee,2015,Jeep,No,Petrol,2.4,168000,4,Tiptronic,Front,4,Left wheel,Grey,12
45810634,10697,363,CHEVROLET,Spark,2014,Hatchback,Yes,Petrol,1,95100,4,Automatic,Front,4,Left wheel,Grey,4
42993723,16935,503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,107000,4,Automatic,Front,4,Left wheel,Red,12
45801401,7213,0,MERCEDES-BENZ,C 230,2002,Coupe,Yes,Petrol,2.3,157000,4,Tiptronic,Rear,2,Left wheel,Silver,6
45730513,20171,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,148427,4,Automatic,Front,4,Left wheel,Black,4
45804180,26149,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,126320,4,Automatic,Front,4,Left wheel,Grey,4
45536322,14113,650,CHEVROLET,Cruze LT,2016,Sedan,No,Petrol,1.4,77000,4,Tiptronic,Front,4,Left wheel,White,12
45805602,18189,584,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,1.8,65600,4,Automatic,Front,4,Left wheel,Black,8
45727465,21031,639,SSANGYONG,Korando,2014,Jeep,Yes,Diesel,2,128619,4,Automatic,Front,4,Left wheel,Black,4
44200818,21169,1017,MITSUBISHI,Outlander SE,2017,Jeep,No,Petrol,2,41681,4,Automatic,Front,4,Left wheel,Blue,8
45536951,16308,0,MERCEDES-BENZ,E 270 AVANGARDI,2002,Sedan,Yes,Diesel,2.7,248000,5,Tiptronic,Rear,4,Left wheel,Black,10
45809625,13877,586,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.8,126000,4,Automatic,Front,4,Left wheel,White,4
45780941,25086,0,LEXUS,GS 350,2008,Sedan,Yes,Petrol,3.5,132500,6,Tiptronic,Rear,4,Left wheel,Grey,12
44903948,24462,810,VOLKSWAGEN,Passat R-line,2016,Sedan,Yes,Petrol,1.8,48935,4,Automatic,Front,4,Left wheel,White,10
45810913,941,781,CHEVROLET,Cruze,2018,Sedan,Yes,Petrol,1.4,39466,4,Automatic,Front,4,Left wheel,Black,12
45813964,1333,1172,LEXUS,RX 350,2011,Jeep,Yes,Petrol,3.5,259232,6,Automatic,4x4,4,Left wheel,Silver,12
45766825,1333,949,MAZDA,Eunos 500,2010,Hatchback,Yes,Petrol,2.3,191110,4,Automatic,Front,4,Left wheel,Black,12
45764583,14269,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,210000,4,Variator,Front,4,Left wheel,White,12
45677283,8467,658,HONDA,Insight,2009,Hatchback,No,Hybrid,1.3,155000,4,Tiptronic,Front,4,Left wheel,Silver,8
45766501,21639,810,TOYOTA,Corolla,2016,Sedan,No,Petrol,1.8,131000,4,Automatic,Front,4,Left wheel,Grey,10
45815324,26657,1018,BMW,740,2011,Sedan,Yes,Petrol,3,154000,6,Tiptronic,Rear,4,Left wheel,Black,12
45647810,3136,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,159379,4,Automatic,Front,4,Left wheel,White,12
45521264,38260,640,AUDI,Allroad,2013,Universal,Yes,Petrol,2,117000,4,Tiptronic,4x4,6,Left wheel,Black,8
45804175,26475,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,151186,4,Automatic,Front,4,Left wheel,Silver,4
45730539,19707,1273,SSANGYONG,REXTON,2009,Jeep,Yes,Diesel,2.7,170347,4,Automatic,Front,4,Left wheel,Black,4
45766142,9565,915,AUDI,A7,2014,Hatchback,Yes,Petrol,3,191373,6,Automatic,4x4,4,Left wheel,Grey,0
45715209,23521,1197,NISSAN,X-Terra,2012,Jeep,No,Petrol,4,203200,6,Tiptronic,4x4,4,Left wheel,Grey,6
43178998,8000,1266,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,122000,4,Automatic,Front,4,Right-hand drive,White,6
45475759,6586,0,LAND ROVER,Freelander,2004,Jeep,Yes,Petrol,2,150000,4,Manual,Front,4,Left wheel,Silver,4
45792278,5645,0,HONDA,FIT,2002,Sedan,No,Petrol,1.3,260000,4,Automatic,Front,4,Right-hand drive,Red,0
45728698,35043,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,92728,4,Automatic,Front,4,Left wheel,Silver,4
45816554,1568,1079,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,2,61795,4,Automatic,Front,4,Left wheel,Blue,12
45056980,13485,501,FORD,Fusion,2014,Sedan,Yes,Petrol,1.5,133260,4,Automatic,Front,4,Left wheel,Silver,12
45667807,17876,0,HYUNDAI,Elantra,2011,Sedan,No,Petrol,1.8,68771,4,Tiptronic,Front,4,Left wheel,Black,12
45667915,23521,781,TOYOTA,Camry,2012,Sedan,No,Petrol,2.5,113000,4,Tiptronic,Front,4,Left wheel,Black,12
45782452,16935,0,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,91400,4,Variator,Front,4,Left wheel,Silver,12
45009644,8781,0,MITSUBISHI,Colt,2005,Hatchback,No,Petrol,1.5,157000,4,Tiptronic,Front,4,Right-hand drive,Silver,5
45701260,5488,0,VOLKSWAGEN,Jetta,2003,Sedan,Yes,Petrol,1.8,228000,4,Manual,Front,4,Left wheel,Black,6
45641730,18817,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058,4,Automatic,Front,4,Left wheel,White,12
45680615,13485,0,SUZUKI,Grand Vitara,2005,Jeep,No,Petrol,2.7,180000,6,Automatic,4x4,4,Left wheel,Carnelian red,6
45808942,11704,530,CHEVROLET,Aveo,2013,Hatchback,Yes,Petrol,1.6,71000,4,Automatic,Front,4,Left wheel,Blue,4
45624193,10976,0,OPEL,Combo,2008,Sedan,No,CNG,1.6,205000,4,Manual,Front,4,Left wheel,Silver,4
45797092,18124,707,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2,160000,4,Automatic,Front,4,Left wheel,Black,4
45816409,1568,753,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2.4,246230,4,Automatic,Front,4,Left wheel,Black,12
39669828,14900,530,FORD,Fiesta,2013,Sedan,No,Petrol,1.6,37000,4,Automatic,Front,4,Left wheel,White,8
45727114,22545,707,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2,99895,4,Automatic,Front,4,Left wheel,Silver,4
45812514,862,749,CHEVROLET,Captiva,2014,Jeep,Yes,Petrol,2.4,195069,4,Automatic,Front,4,Left wheel,White,12
45290568,26343,0,FORD,Mustang,2012,Coupe,No,Petrol,3.7,92000,6,Manual,Rear,2,Left wheel,Blue,9
45792637,4077,0,VOLKSWAGEN,Caddy,1997,Goods wagon,No,Diesel,1.9,194000,4,Manual,Front,2,Left wheel,Blue,2
45646854,16621,915,BMW,X5,2014,Jeep,Yes,Diesel,3,110715,6,Automatic,4x4,4,Left wheel,White,0
45809870,16041,586,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.8,80497,4,Automatic,Front,4,Left wheel,Grey,4
45795615,7840,0,MAZDA,MPV,2004,Minivan,No,LPG,2.3,150783,4,Automatic,Front,4,Right-hand drive,Silver,2
45155540,8000,1236,TOYOTA,Vitz,2011,Hatchback,No,Petrol,1.3,203000,4,Variator,4x4,4,Right-hand drive,Blue,2
45662261,4861,308,HONDA,Civic,2015,Sedan,Yes,Hybrid,1.5,49272,4,Automatic,Front,4,Left wheel,Blue,0
45789984,17405,706,KIA,Sportage,2011,Jeep,Yes,Diesel,2,47232,4,Automatic,Front,4,Left wheel,Grey,4
45776496,3763,0,MERCEDES-BENZ,E 230,1997,Sedan,Yes,Petrol,2.3,105000,4,Automatic,Rear,4,Left wheel,Silver,4
45801444,16891,730,HYUNDAI,Accent,2016,Sedan,Yes,Diesel,1.6,43840,4,Automatic,Front,4,Left wheel,White,4
45802198,32910,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,140000,4,Automatic,Front,4,Left wheel,Silver,4
45758179,20071,753,KIA,Optima,2012,Sedan,Yes,Hybrid,2.4,100000,4,Automatic,Front,4,Left wheel,Black,8
44851149,21169,0,FORD,Transit S,2004,Microbus,No,Diesel,2,239000,4,Manual,Rear,4,Left wheel,White,4
45781372,6899,0,SUBARU,Legacy,2002,Universal,No,CNG,2,188645,4,Automatic,4x4,4,Right-hand drive,Silver,2
45811789,25716,1051,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,51000,4,Tiptronic,Front,4,Left wheel,Black,16
45318918,16621,562,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4,144000,4,Tiptronic,Front,4,Left wheel,White,12
45798076,13771,790,HYUNDAI,Elantra,2009,Sedan,Yes,Petrol,1.6,143091,4,Automatic,Front,4,Left wheel,Silver,4
44727019,21639,0,FORD,C-MAX HYBRID,2013,Hatchback,No,Hybrid,2,125000,4,Automatic,Front,4,Left wheel,Grey,4
43744930,17562,640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,218400,4,Automatic,Front,4,Left wheel,Black,6
45658610,1019,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,138038,6,Automatic,Front,4,Left wheel,White,12
45760737,10192,456,LEXUS,ES 300,2015,Sedan,Yes,Hybrid,2.5,98032,4,Automatic,Front,4,Left wheel,Black,12
45769871,15994,1172,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,3.5,170429,6,Automatic,Rear,2,Left wheel,Silver,12
45636222,2901,530,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,166013,4,Automatic,Front,4,Left wheel,White,0
45548542,17562,562,CHEVROLET,Cruze,2015,Sedan,No,Petrol,1.4,100000,4,Tiptronic,Front,4,Left wheel,White,8
45096132,8467,781,VOLKSWAGEN,Passat,2012,Sedan,No,Petrol,2.5,188485,4,Tiptronic,Front,4,Left wheel,Silver,12
45787833,10036,0,TOYOTA,Prius,2006,Hatchback,No,Hybrid,1.7,27500,4,Automatic,Front,4,Left wheel,White,6
45755643,14113,0,MERCEDES-BENZ,E 350,2005,Sedan,Yes,LPG,3.5,26600,6,Tiptronic,4x4,4,Left wheel,Grey,10
45453287,11760,986,LEXUS,HS 250h,2010,Sedan,Yes,Hybrid,2.4,156000,4,Tiptronic,Front,4,Left wheel,Black,12
45809325,18189,769,CHEVROLET,Captiva,2011,Jeep,Yes,Diesel,2.2,70479,4,Automatic,Front,4,Left wheel,Grey,4
45809143,27174,765,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2,101537,4,Automatic,Front,4,Left wheel,Black,4
45814975,17240,0,VOLKSWAGEN,Passat,2012,Sedan,Yes,Petrol,2.5,109000,5,Tiptronic,Front,4,Left wheel,Black,12
45810531,22649,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,129760,4,Automatic,Front,4,Left wheel,Grey,4
45815392,22894,738,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4,46800,4,Automatic,Front,4,Left wheel,Black,6
45812657,4704,781,CHEVROLET,Cruze,2018,Sedan,Yes,Petrol,1.4,41822,4,Automatic,Front,4,Left wheel,Grey,12
45809122,38445,891,CHEVROLET,Captiva,2016,Jeep,Yes,Diesel,2,54472,4,Automatic,Front,4,Left wheel,Silver,4
45786048,8938,0,MERCEDES-BENZ,CLK 200 Kompressor,2000,Coupe,Yes,Petrol,2,189622,4,Manual,Rear,2,Left wheel,Silver,4
45792358,15053,0,FORD,Focus,2012,Sedan,No,Petrol,2,200000,4,Automatic,Front,4,Left wheel,Silver,4
45775273,18817,0,MERCEDES-BENZ,C 230,2007,Sedan,Yes,Petrol,2.5,255000,6,Tiptronic,Rear,4,Left wheel,Silver,6
42717795,8900,1266,TOYOTA,Aqua,2014,Sedan,No,Hybrid,1.5,138000,4,Automatic,Front,4,Right-hand drive,White,4
45798874,9408,0,MERCEDES-BENZ,E 550,1999,Sedan,Yes,Petrol,3.2,150000,6,Tiptronic,Rear,4,Left wheel,Silver,6
